miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-101-2	hg38:chr9:4850345-4850369:+	19	4.815558	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850366:+	1	0.253450	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850369:+	1	0.253450	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850365:+	1	0.253450	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850366:+	1	0.253450	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850368:+	3	0.760351	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850369:+	3	0.760351	N	mature,MIMAT0000099
hsa-mir-103a-1	hg38:chr5:168560902-168560927:-	2	0.506901	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560903-168560925:-	13	3.294855	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560903-168560927:-	179	45.367623	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560922:-	1	0.253450	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560923:-	3	0.760351	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560924:-	2	0.506901	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560925:-	326	82.624834	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560926:-	15	3.801756	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560927:-	27954	7084.952776	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560928:-	11	2.787955	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560925:-	3	0.760351	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560927:-	1312	332.526939	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560906-168560927:-	12	3.041405	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560907-168560927:-	1	0.253450	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560910-168560927:-	1	0.253450	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560940-168560964:-	6	1.520702	N	unannotated
hsa-mir-103a-1	hg38:chr5:168560941-168560964:-	51	12.925971	N	unannotated
hsa-mir-103a-1	hg38:chr5:168560942-168560964:-	1	0.253450	N	unannotated
hsa-mir-103a-2	hg38:chr20:3917484-3917504:+	2	0.506901	N	precursor
hsa-mir-103a-2	hg38:chr20:3917485-3917504:+	1	0.253450	N	precursor
hsa-mir-103a-2	hg38:chr20:3917486-3917504:+	3	0.760351	N	precursor
hsa-mir-103a-2	hg38:chr20:3917504-3917527:+	2	0.506901	N	mature,MIMAT0009196
hsa-mir-103a-2	hg38:chr20:3917504-3917528:+	1	0.253450	N	mature,MIMAT0009196
hsa-mir-103a-2	hg38:chr20:3917540-3917563:+	2	0.506901	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917540-3917564:+	8	2.027603	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917558:+	1	0.253450	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917562:+	23	5.829359	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917563:+	1453	368.263446	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917564:+	27931	7079.123416	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917565:+	165	41.819318	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917566:+	24	6.082810	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917542-3917563:+	2	0.506901	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917542-3917564:+	11	2.787955	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917563:+	7	1.774153	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917564:+	362	91.749049	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917565:+	16	4.055207	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917566:+	7	1.774153	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917544-3917563:+	1	0.253450	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917545-3917564:+	2	0.506901	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917545-3917565:+	1	0.253450	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917564-3917584:+	1	0.253450	N	precursor
hsa-mir-105-2	hg38:chrX:152394459-152394481:-	1	0.253450	N	mature,MIMAT0000102
hsa-mir-106a	hg38:chrX:134170244-134170266:-	2	0.506901	Y	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170244-134170267:-	1	0.253450	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170245-134170266:-	1	0.253450	Y	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170246-134170267:-	1	0.253450	N	mature,MIMAT0000103
hsa-mir-106b	hg38:chr7:100093977-100094002:-	1	0.253450	N	precursor
hsa-mir-106b	hg38:chr7:100094001-100094024:-	3	0.760351	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094002-100094024:-	6	1.520702	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094002-100094025:-	1	0.253450	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094024:-	177	44.860723	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094025:-	41	10.391467	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094026:-	7	1.774153	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094024:-	18	4.562107	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094025:-	2	0.506901	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094026:-	21	5.322459	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094024:-	2	0.506901	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094025:-	1	0.253450	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094026:-	16	4.055207	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094006-100094024:-	1	0.253450	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094040-100094064:-	1	0.253450	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094041-100094064:-	11	2.787955	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094042-100094064:-	187	47.395227	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094043-100094064:-	69	17.488078	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094044-100094062:-	1	0.253450	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094044-100094064:-	16	4.055207	N	mature,MIMAT0000680
hsa-mir-107	hg38:chr10:89592756-89592779:-	21	5.322459	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592757-89592779:-	10	2.534504	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592758-89592779:-	35	8.870764	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592759-89592779:-	1	0.253450	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592793-89592816:-	4	1.013802	N	unannotated
hsa-mir-10a	hg38:chr17:48579865-48579886:-	2	0.506901	N	mature,MIMAT0004555
hsa-mir-10a	hg38:chr17:48579901-48579926:-	2	0.506901	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579901-48579927:-	3	0.760351	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579902-48579925:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579902-48579926:-	20	5.069008	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579902-48579927:-	11	2.787955	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579902-48579928:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579923:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579925:-	32	8.110413	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579926:-	3217	815.349971	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579927:-	2631	666.828030	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579928:-	8	2.027603	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579923:-	2	0.506901	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579925:-	13	3.294855	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579926:-	1486	376.627310	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579927:-	1582	400.958549	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579928:-	6	1.520702	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579923:-	5	1.267252	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579924:-	3	0.760351	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579925:-	81	20.529483	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579926:-	16207	4107.670803	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579927:-	95345	24165.229392	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579928:-	985	249.648654	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579923:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579925:-	7	1.774153	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579926:-	891	225.824316	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579927:-	4937	1251.284677	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579928:-	301	76.288574	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579926:-	128	32.441653	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579927:-	712	180.456692	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579928:-	21	5.322459	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579926:-	12	3.041405	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579927:-	77	19.515682	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579926:-	2	0.506901	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579927:-	34	8.617314	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579928:-	3	0.760351	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579910-48579926:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579910-48579927:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579911-48579926:-	1	0.253450	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579911-48579927:-	3	0.760351	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579927-48579947:-	1	0.253450	N	precursor
hsa-mir-10b	hg38:chr2:176150327-176150350:+	2	0.506901	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150328-176150349:+	1	0.253450	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150328-176150350:+	8	2.027603	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150328-176150351:+	50	12.672521	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150328-176150352:+	3	0.760351	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150344:+	4	1.013802	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150345:+	7	1.774153	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150346:+	7	1.774153	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150347:+	34	8.617314	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150348:+	167	42.326219	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150349:+	2360	598.142969	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150350:+	24981	6331.444705	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150351:+	289021	73252.491101	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150352:+	40484	10260.686420	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150353:+	4624	1171.954698	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150354:+	6	1.520702	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150355:+	1	0.253450	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150346:+	1	0.253450	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150347:+	1	0.253450	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150348:+	10	2.534504	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150349:+	133	33.708905	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150350:+	732	185.525701	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150351:+	10184	2581.138981	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150352:+	14625	3706.712254	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150353:+	9430	2390.037371	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150354:+	25	6.336260	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150355:+	4	1.013802	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150350:+	3	0.760351	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150351:+	27	6.843161	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150352:+	32	8.110413	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150353:+	37	9.377665	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150332-176150351:+	1	0.253450	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150332-176150352:+	3	0.760351	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150333-176150351:+	4	1.013802	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150333-176150352:+	2	0.506901	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150366-176150387:+	1	0.253450	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150367-176150390:+	3	0.760351	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150368-176150389:+	3	0.760351	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150368-176150390:+	37	9.377665	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150369-176150389:+	1	0.253450	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150369-176150390:+	10	2.534504	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150369-176150391:+	3	0.760351	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150370-176150390:+	1	0.253450	N	mature,MIMAT0004556
hsa-mir-1180	hg38:chr17:19344513-19344535:-	95	24.077789	N	mature,MIMAT0005825
hsa-mir-1180	hg38:chr17:19344514-19344535:-	3	0.760351	N	mature,MIMAT0005825
hsa-mir-1180	hg38:chr17:19344515-19344535:-	16	4.055207	N	mature,MIMAT0005825
hsa-mir-1185-1	hg38:chr14:101042965-101042991:+	1	0.253450	N	precursor
hsa-mir-1185-1	hg38:chr14:101042967-101042991:+	2	0.506901	N	precursor
hsa-mir-1185-1	hg38:chr14:101042971-101042991:+	2	0.506901	N	precursor
hsa-mir-1185-1	hg38:chr14:101042972-101042991:+	3	0.760351	N	precursor
hsa-mir-1185-1	hg38:chr14:101042991-101043011:+	1	0.253450	N	mature,MIMAT0005798
hsa-mir-1185-1	hg38:chr14:101042991-101043012:+	6	1.520702	N	mature,MIMAT0005798
hsa-mir-1185-1	hg38:chr14:101042991-101043013:+	8	2.027603	N	mature,MIMAT0005798
hsa-mir-1185-1	hg38:chr14:101042991-101043014:+	2	0.506901	N	mature,MIMAT0005798
hsa-mir-1185-1	hg38:chr14:101043028-101043049:+	3	0.760351	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043029-101043048:+	2	0.506901	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043029-101043049:+	6	1.520702	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043029-101043050:+	24	6.082810	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043029-101043051:+	22	5.575909	N	mature,MIMAT0022838
hsa-mir-1185-2	hg38:chr14:101044212-101044233:+	5	1.267252	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044212-101044234:+	7	1.774153	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044212-101044235:+	2	0.506901	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044213-101044233:+	1	0.253450	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044214-101044237:+	1	0.253450	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044250-101044267:+	1	0.253450	N	mature,MIMAT0022713
hsa-mir-1185-2	hg38:chr14:101044250-101044269:+	3	0.760351	N	mature,MIMAT0022713
hsa-mir-1185-2	hg38:chr14:101044250-101044270:+	1	0.253450	N	mature,MIMAT0022713
hsa-mir-1185-2	hg38:chr14:101044250-101044271:+	6	1.520702	N	mature,MIMAT0022713
hsa-mir-1185-2	hg38:chr14:101044250-101044272:+	2	0.506901	N	mature,MIMAT0022713
hsa-mir-1185-2	hg38:chr14:101044272-101044294:+	1	0.253450	N	precursor
hsa-mir-1193	hg38:chr14:101030061-101030081:+	1	0.253450	N	mature,MIMAT0015049
hsa-mir-1193	hg38:chr14:101030061-101030084:+	3	0.760351	N	mature,MIMAT0015049
hsa-mir-1197	hg38:chr14:101025585-101025605:+	1	0.253450	N	unannotated
hsa-mir-1197	hg38:chr14:101025585-101025606:+	3	0.760351	N	unannotated
hsa-mir-1197	hg38:chr14:101025620-101025640:+	1	0.253450	N	mature,MIMAT0005955
hsa-mir-1197	hg38:chr14:101025620-101025641:+	4	1.013802	N	mature,MIMAT0005955
hsa-mir-1197	hg38:chr14:101025620-101025642:+	1	0.253450	N	mature,MIMAT0005955
hsa-mir-122	hg38:chr18:58451088-58451110:+	1	0.253450	N	mature,MIMAT0000421
hsa-mir-122	hg38:chr18:58451088-58451111:+	1	0.253450	N	mature,MIMAT0000421
hsa-mir-1224	hg38:chr3:184241405-184241422:+	1	0.253450	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241423:+	1	0.253450	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241424:+	23	5.829359	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241425:+	93	23.570888	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241426:+	82	20.782934	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241427:+	63	15.967376	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241428:+	184	46.634876	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241429:+	386	97.831858	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241407-184241429:+	1	0.253450	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241449-184241469:+	1	0.253450	N	stemloop
hsa-mir-1224	hg38:chr3:184241469-184241488:+	1	0.253450	N	mature,MIMAT0005459
hsa-mir-1224	hg38:chr3:184241469-184241489:+	6	1.520702	N	mature,MIMAT0005459
hsa-mir-1224	hg38:chr3:184241469-184241490:+	15	3.801756	N	mature,MIMAT0005459
hsa-mir-1226	hg38:chr3:47849608-47849628:+	1	0.253450	N	mature,MIMAT0005577
hsa-mir-1226	hg38:chr3:47849608-47849630:+	4	1.013802	N	mature,MIMAT0005577
hsa-mir-1228	hg38:chr12:57194504-57194526:+	1	0.253450	N	mature,MIMAT0005582
hsa-mir-1228	hg38:chr12:57194553-57194574:+	1	0.253450	N	mature,MIMAT0005583
hsa-mir-1228	hg38:chr12:57194555-57194576:+	1	0.253450	N	mature,MIMAT0005583
hsa-mir-1229	hg38:chr5:179798279-179798303:-	1	0.253450	N	mature,MIMAT0005584
hsa-mir-1237	hg38:chr11:64368683-64368704:+	1	0.253450	N	mature,MIMAT0005592
hsa-mir-124-1	hg38:chr8:9903399-9903421:-	1	0.253450	N	mature,MIMAT0000422
hsa-mir-124-2	hg38:chr8:64379210-64379229:+	1	0.253450	N	mature,MIMAT0000422
hsa-mir-124-2	hg38:chr8:64379210-64379231:+	2	0.506901	N	mature,MIMAT0000422
hsa-mir-124-2	hg38:chr8:64379210-64379232:+	1	0.253450	N	mature,MIMAT0000422
hsa-mir-124-3	hg38:chr20:63178514-63178535:+	1	0.253450	N	mature,MIMAT0004591
hsa-mir-124-3	hg38:chr20:63178514-63178536:+	1	0.253450	N	mature,MIMAT0004591
hsa-mir-124-3	hg38:chr20:63178552-63178572:+	1	0.253450	N	mature,MIMAT0000422
hsa-mir-124-3	hg38:chr20:63178552-63178573:+	1	0.253450	N	mature,MIMAT0000422
hsa-mir-1245a	hg38:chr2:188978098-188978121:+	1	0.253450	N	unannotated
hsa-mir-1247	hg38:chr14:101560320-101560343:-	2	0.506901	N	mature,MIMAT0022721
hsa-mir-1247	hg38:chr14:101560325-101560347:-	1	0.253450	N	mature,MIMAT0022721
hsa-mir-1247	hg38:chr14:101560326-101560347:-	12	3.041405	N	mature,MIMAT0022721
hsa-mir-1247	hg38:chr14:101560362-101560384:-	15	3.801756	N	mature,MIMAT0005899
hsa-mir-1248	hg38:chr3:186786773-186786794:+	2	0.506901	N	unannotated
hsa-mir-1249	hg38:chr22:45200958-45200980:-	3	0.760351	N	mature,MIMAT0005901
hsa-mir-1249	hg38:chr22:45200959-45200980:-	1	0.253450	N	mature,MIMAT0005901
hsa-mir-1254-2	hg38:chr10:23393408-23393431:+	3	0.760351	N	mature,MIMAT0005905
hsa-mir-1255a	hg38:chr4:101330325-101330347:-	2	0.506901	N	unannotated
hsa-mir-1255a	hg38:chr4:101330326-101330349:-	1	0.253450	N	unannotated
hsa-mir-1258	hg38:chr2:179860836-179860859:-	4	1.013802	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860838-179860859:-	1	0.253450	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860844-179860863:-	1	0.253450	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860844-179860866:-	2	0.506901	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860845-179860866:-	10	2.534504	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860845-179860867:-	2	0.506901	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860846-179860866:-	6	1.520702	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860846-179860868:-	1	0.253450	N	mature,MIMAT0005909
hsa-mir-1258	hg38:chr2:179860846-179860869:-	2	0.506901	N	mature,MIMAT0005909
hsa-mir-125a	hg38:chr19:51693243-51693268:+	2	0.506901	N	precursor
hsa-mir-125a	hg38:chr19:51693245-51693268:+	14	3.548306	N	precursor
hsa-mir-125a	hg38:chr19:51693246-51693268:+	3	0.760351	N	precursor
hsa-mir-125a	hg38:chr19:51693247-51693268:+	46	11.658719	N	precursor
hsa-mir-125a	hg38:chr19:51693248-51693268:+	79	20.022582	N	precursor
hsa-mir-125a	hg38:chr19:51693249-51693268:+	11	2.787955	N	precursor
hsa-mir-125a	hg38:chr19:51693250-51693268:+	81	20.529483	N	precursor
hsa-mir-125a	hg38:chr19:51693251-51693268:+	6	1.520702	N	precursor
hsa-mir-125a	hg38:chr19:51693268-51693285:+	1	0.253450	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693286:+	6	1.520702	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693287:+	50	12.672521	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693288:+	185	46.888326	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693289:+	1216	308.195699	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693290:+	11090	2810.765053	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693291:+	2185	553.789147	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693292:+	3386	858.183090	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693269-51693292:+	3	0.760351	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693271-51693290:+	1	0.253450	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693271-51693292:+	2	0.506901	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693273-51693290:+	1	0.253450	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693306-51693326:+	1	0.253450	N	mature,MIMAT0004602
hsa-mir-125a	hg38:chr19:51693306-51693327:+	10	2.534504	N	mature,MIMAT0004602
hsa-mir-125a	hg38:chr19:51693306-51693328:+	3	0.760351	N	mature,MIMAT0004602
hsa-mir-125b-1	hg38:chr11:122099808-122099831:-	3	0.760351	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099809-122099831:-	1481	375.360058	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099810-122099831:-	77	19.515682	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099811-122099831:-	51	12.925971	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099812-122099831:-	22	5.575909	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099813-122099831:-	1	0.253450	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099815-122099831:-	1	0.253450	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590230-16590253:+	1	0.253450	N	precursor
hsa-mir-125b-2	hg38:chr21:16590231-16590253:+	3	0.760351	N	precursor
hsa-mir-125b-2	hg38:chr21:16590232-16590253:+	1	0.253450	N	precursor
hsa-mir-125b-2	hg38:chr21:16590234-16590253:+	7	1.774153	N	precursor
hsa-mir-125b-2	hg38:chr21:16590253-16590270:+	3	0.760351	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590271:+	3	0.760351	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590272:+	22	5.575909	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590273:+	62	15.713925	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590274:+	80	20.276033	N	mature,MIMAT0000423
